pleasure.n.01	16	a fundamental feeling that is hard to define but that people desire to experience
arrangement.n.03	16	an organized structure for arranging or classifying
strip.n.02	16	artifact consisting of a narrow flat piece of material
heavier-than-air_craft.n.01	16	a non-buoyant aircraft that requires a source of power to hold it aloft and to propel it
compensation.n.01	16	something (such as money) given or received as payment or reparation (as for a service or loss or injury)
payer.n.01	16	a person who pays money for something
joy.n.01	16	the emotion of great happiness
liquid_body_substance.n.01	16	the liquid parts of the body
inquiry.n.01	16	a search for knowledge
cloth_covering.n.01	16	a covering made of cloth
hate.n.01	16	the emotion of intense dislike; a feeling of dislike so strong that it demands action
boat.n.01	15	a small vessel for travel on water
tube.n.01	15	conduit consisting of a long hollow object (usually cylindrical) used to hold and conduct objects or liquids or gases
discrimination.n.02	15	the cognitive process whereby two or more stimuli are distinguished
seller.n.01	15	someone who promotes or exchanges goods or services for money
doctrine.n.01	15	a belief (or system of beliefs) accepted as authoritative by some group or school
prosody.n.01	15	the patterns of stress and intonation in a language
note.n.07	15	a comment or instruction (usually added)
literate.n.01	15	a person who can read and write
accumulation.n.04	15	(finance) profits that are not paid out as dividends but are added to the capital base of the corporation
ball.n.03	15	an object with a spherical shape
horizontal_surface.n.01	15	a flat surface at right angles to a plumb line
music_genre.n.01	15	an expressive style of music
respondent.n.02	15	someone who responds
arousal.n.02	15	a state of heightened physiological activity
visionary.n.02	15	a person with unusual powers of foresight
estimate.n.01	15	an approximate calculation of quantity or degree or worth
rate.n.01	15	a magnitude or frequency relative to a time unit
longing.n.01	15	prolonged unfulfilled desire or need
process.n.05	15	a natural prolongation or projection from a part of an organism either animal or plant
businessman.n.01	15	a person engaged in commercial or industrial business (especially an owner or executive)
helping.n.01	15	an individual quantity of food or drink taken as part of a meal
negative_stimulus.n.01	15	a stimulus with undesirable consequences
dishonor.n.01	15	a state of shame or disgrace
agglomeration.n.01	15	a jumbled collection or mass
fold.n.01	15	an angular or rounded shape made by folding
connection.n.01	15	a relation between things or events (as in the case of one causing the other or sharing features with it)
coding_system.n.01	15	a system of signals used to represent letters or numbers in transmitting messages
sports_equipment.n.01	15	equipment needed to participate in a particular sport
taste.n.01	15	the sensation that results when taste buds in the tongue and throat convey information about the chemical composition of a soluble stimulus
home_appliance.n.01	15	an appliance that does a particular job in the home
negotiation.n.01	15	a discussion intended to produce an agreement
needleworker.n.01	15	someone who does work (as sewing or embroidery) with a needle
health_professional.n.01	15	a person who helps in identifying or preventing or treating illness or disability
disparagement.n.01	15	a communication that belittles somebody or something
containerful.n.01	14	the quantity that a container will hold
drinker.n.02	14	a person who drinks alcoholic beverages (especially to excess)
publicist.n.01	14	someone who publicizes
language.n.01	14	a systematic means of communicating by the use of sounds or conventional symbols
nonsense.n.01	14	a message that seems to convey no meaning
informant.n.01	14	a person who supplies information
display.n.05	14	exhibiting openly in public view
spiritual_leader.n.01	14	a leader in religious or sacred affairs
passage.n.07	14	a path or channel or duct through or along which something may pass
editing.n.01	14	putting something (as a literary work or a legislative bill) into acceptable form
right.n.01	14	an abstract idea of that which is due to a person or governmental body by law or tradition or nature; ; - Eleanor Roosevelt
gift.n.01	14	something acquired without compensation
feed.n.01	14	food for domestic livestock
restrainer.n.02	14	a person who directs and restrains
notation.n.01	14	a technical system of symbols used to represent special things
commercial_document.n.01	14	a document of or relating to commerce
troublemaker.n.01	14	someone who deliberately stirs up trouble
plaything.n.01	14	an artifact designed to be played with
motivation.n.01	14	the psychological feature that arouses an organism to action toward a desired goal; the reason for the action; that which gives purpose and direction to behavior
marker.n.02	14	a distinguishing symbol
derision.n.01	14	contemptuous laughter
honor.n.02	14	the state of being honored
drive.n.09	14	a physiological state corresponding to a strong need or desire
